est_prsnl_inc_third_quartile_pr100, slct_gov_pnsn_alw_pnsn_dva_num, est_p_inc_tot_own_unincorporated_bsns_inc_aud, est_prsnl_inc_lo_quartile_pr100, lga_code17, gross_capital_gains_rep_taxpayers_med_aud, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1_499wk_pr100, est_p_inc_tot_inc_earners_excl_gov_pnsn_alw_med_age_yrs, slct_gov_pnsn_alw_fam_tax_bft_b_num, equiv_tot_hsld_inc_fam_lone_p_grp_hslds_med_wkly_aud, slct_gov_pnsn_alw_newstart_alw_num, est_p_inc_investment_inc_earners_med_age_yrs, est_p_inc_tot_investment_inc_aud, slct_gov_pnsn_alw_age_pnsn_dva_num, gross_capital_gains_rep_taxpayers_p_num, est_p_inc_avg_tot_inc_excl_gov_pnsn_aud, slct_gov_pnsn_alw_carer_payment_num, est_prsnl_inc_second_quartile_pr100, est_p_inc_tot_inc_excl_gov_pnsn_aud, est_p_inc_super_annuity_inc_earners_num, est_prsnl_inc_p20_p50_ratio, est_p_inc_investment_inc_asmnsrc_inc_pr100, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1000_1999wk_pr100, est_prsnl_inc_gini_coefficient_num, ogc_fid, est_p_inc_avg_investment_inc_aud, est_p_inc_med_emply_inc_aud, est_p_inc_avg_super_annuity_inc_aud, slct_gov_pnsn_alw_fam_tax_bft_num, lga_name17, est_p_inc_tot_super_annuity_inc_aud, gross_capital_gains_rep_taxpayers_avg_aud, slct_gov_pnsn_alw_yth_alw_full_time_studts_apprentices_num, slct_gov_pnsn_alw_dsblty_supp_pnsn_num, est_p_inc_own_unincorporated_bsns_inc_asmnsrc_inc_pr100, slct_gov_pnsn_alw_prnting_payment_prtred_num, tot_p_inc_wkly_p_ov_15_yrs_p_earn_nil_inc_pr100, est_prsnl_inc_p80_p50_ratio, est_prsnl_inc_inc_share_top_5_pr100_earners_pr100, est_prsnl_inc_inc_share_top_10_pr100_earners_pr100, est_prsnl_inc_p80_p20_ratio, est_p_inc_tot_inc_earners_excl_gov_pnsn_num, est_prsnl_inc_inc_share_top_1_pr100_earners_pr100, slct_gov_pnsn_alw_age_pnsn_centrelink_num, est_prsnl_inc_p10_p50_ratio, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud3000_plswk_pr100, est_p_inc_super_annuity_inc_earners_med_age_yrs, est_p_inc_super_annuity_inc_asmnsrc_inc_pr100, est_p_inc_avg_own_unincorporated_bsns_inc_aud, est_p_inc_own_unincorporated_bsns_inc_earners_num, tot_p_inc_wkly_p_ov_15_yrs_p_negative_inc_pr100, slct_gov_pnsn_alw_inc_supp_supplement_dva_num, gross_capital_gains_rep_taxpayers_amount_audm, slct_gov_pnsn_alw_prnting_payment_single_num, slct_gov_pnsn_alw_yth_alw_oth_num, est_p_inc_med_investment_inc_aud, est_p_inc_emply_inc_earners_med_age_yrs, est_p_inc_med_tot_inc_excl_gov_pnsn_aud, est_p_inc_tot_emply_inc_aud, est_p_inc_emply_inc_asmnsrc_inc_pr100, est_p_inc_investment_inc_earners_num, est_p_inc_own_unincorporated_bsns_inc_earners_med_age_yrs, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud500_999wk_pr100, est_p_inc_med_super_annuity_inc_aud, yr, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud2000_2999wk_pr100, est_prsnl_inc_hi_quartile_pr100, est_p_inc_med_own_unincorporated_bsns_inc_aud, est_p_inc_emply_inc_earners_num, est_p_inc_avg_emply_inc_aud
25.5,80,16542281,32.4,"25810",1378,38.1,48,643,634,489,52,24441265,8,405,43456,182,28.4,266471800,197,0.3,16.5,15.9,0.469,1211,5551,39715,21618,826,"Northern Grampians (S)",4258737,22224,30,863,10.8,null,5.3,1.81,17.6,28.8,5.93,6132,5.7,2050,0.1,0.8,58,1.6,11496,1439,0.7,48,9.0,127,57,362,43,37933,231085742,70.8,4403,55,27.2,11183,2016,1.9,13.7,4357,5251,44008
24.1,117,381889655,20.3,"25900",3733,16.8,37,2117,1376,2589,39,876900322,5,6279,86399,426,19.5,5916463773,1497,0.37,14.2,28.8,0.521,1218,16662,57800,31630,2436,"Port Phillip (C)",47349675,115075,999,3314,6.6,null,6.0,1.93,27.7,38.9,5.22,68478,12.9,5841,0.18,8.8,59,1.0,37034,10312,0.4,63,722.6,382,151,378,35,60274,5007496027,77.5,52628,42,17.7,19642,2016,9.5,36.1,10116,65946,75933
22.0,66,8086396,35.8,"25990",1364,37.4,50,394,575,324,53,31648025,null,210,44444,153,29.3,151376558,112,0.27,16.6,13.4,0.556,1225,13275,38890,19673,524,"Pyrenees (S)",2203394,26132,24,452,14.3,null,6.5,1.88,26.5,37.2,7.0,3406,15.4,1309,0.07,0.8,58,1.9,7760,1042,0.8,18,5.5,72,30,392,45,35452,117891499,66.6,2384,54,22.9,12826,2016,1.4,13.0,2724,2716,43406
19.0,37,5149377,34.7,"26080",3002,27.9,59,87,834,44,61,37556504,null,328,59140,null,21.8,110413753,120,0.27,38.3,22.0,0.569,1232,23770,41113,30969,114,"Queenscliffe (B)",3716237,38099,10,50,7.6,null,5.5,2.17,26.7,39.1,8.18,1867,11.0,602,0.1,3.4,64,3.4,16883,305,0.5,20,12.5,18,null,3475,50,40086,67288490,49.9,1580,58,25.0,21237,2016,4.8,24.5,7447,1222,55064
22.2,146,88718354,32.5,"26170",2248,35.0,49,1601,665,827,52,100865466,5,1247,46816,290,29.1,733792248,468,0.35,17.9,17.3,0.502,1239,8719,39054,22476,2047,"South Gippsland (S)",10518841,33700,107,1114,17.4,null,6.6,1.97,21.2,32.7,5.6,15674,8.1,4392,0.13,1.5,59,1.5,17851,4970,0.6,92,42.0,293,79,421,43,36585,558574340,62.6,11569,53,25.6,13080,2016,2.5,16.2,10403,11958,46711
25.6,92,58142865,31.0,"26260",1285,34.1,48,871,688,558,51,62531715,4,931,46544,189,28.6,446125519,265,0.34,17.4,18.5,0.478,1246,8441,38939,19273,1207,"Southern Grampians (S)",5107426,28849,58,671,14.9,null,5.7,1.79,20.0,31.1,5.3,9585,7.4,2434,0.11,1.3,58,1.1,21719,2677,0.7,94,26.9,157,103,476,42,39234,335549626,66.2,7408,54,28.3,13600,2016,2.4,14.7,11553,7714,43499
21.9,148,632606518,21.3,"26350",4566,17.6,38,1559,1393,1497,41,1965250804,null,9333,104250,343,19.3,7412088240,1573,0.35,22.4,27.4,0.596,1253,34246,54999,38001,1870,"Stonnington (C)",59776292,155719,1323,1811,6.3,null,8.9,2.1,35.9,47.1,6.02,71099,18.6,6215,0.16,10.6,59,0.9,63496,9963,0.4,73,1453.3,253,108,955,34,60483,5037669486,69.6,57386,45,16.9,22380,2016,8.8,37.6,12298,62552,80536
24.2,766,484302794,21.4,"17150",2696,23.1,44,6550,1136,2526,46,1088527528,35,10701,71739,1035,22.5,9818787900,4013,0.39,15.1,27.6,0.478,1267,10166,56492,29535,8353,"Sutherland Shire (A)",118522930,50182,1233,3518,6.4,null,7.7,1.88,22.6,33.7,4.88,136869,9.6,22824,0.18,4.9,59,1.5,29005,16697,0.3,670,537.0,1043,187,454,41,54766,8635500838,76.6,107078,47,22.3,21567,2016,7.7,31.9,14390,123674,69825
24.0,95,149020935,26.4,"17100",4083,22.4,36,1656,976,682,38,216514773,null,1624,64710,318,24.9,1575500692,273,0.38,13.2,23.8,0.51,1260,12037,45795,25322,2086,"Strathfield (A)",6912836,79098,458,667,8.1,null,15.0,1.94,26.0,37.2,5.05,24347,11.5,2610,0.19,3.7,59,0.5,44194,3372,0.6,38,128.5,125,42,334,33,46095,1285140011,77.8,17988,45,20.7,16841,2016,5.3,24.7,18212,22572,56935
21.7,185,733245111,25.4,"17200",3315,17.3,33,3076,1363,4420,35,1248657847,null,9278,79514,899,20.3,11372790672,1943,0.33,8.5,25.2,0.546,1274,12355,48852,32724,3524,"Sydney (C)",63583097,84996,2347,5944,6.2,null,10.4,2.03,29.3,40.4,6.09,143028,14.8,8915,0.16,7.3,59,0.6,39411,18605,0.6,72,788.6,577,244,227,31,53393,10361498733,84.1,101063,38,16.3,18528,2016,9.2,32.6,11350,152360,68007
27.3,282,113837738,26.3,"17310",2300,30.5,44,4036,753,2420,48,141322782,25,1943,51885,839,27.2,1651745758,798,0.37,12.2,19.9,0.448,1281,6670,44882,25896,5037,"Tamworth Regional (A)",20664948,28157,219,2562,9.2,null,5.9,1.76,18.3,29.2,4.72,31835,6.6,7946,0.15,1.4,58,1.2,18029,6314,0.5,272,54.7,1337,468,221,39,44678,1442985323,77.0,21188,52,27.8,15949,2016,3.3,19.1,7067,28961,49825
22.7,45,36147269,29.2,"17350",1434,35.5,48,336,659,186,51,13992347,null,313,49832,91,29.2,160607839,96,0.34,15.3,16.6,0.477,1288,5617,39754,21503,456,"Temora (A)",2064280,34990,10,258,18.3,null,6.4,1.92,19.2,30.8,5.6,3223,5.9,1034,0.13,1.4,59,1.3,35543,1017,0.4,18,11.0,79,30,545,41,40613,113923135,64.7,2491,52,28.2,13594,2016,2.3,18.8,16713,2560,44501
20.4,52,5703105,39.7,"17400",3011,42.3,53,431,519,445,55,11068228,null,260,35751,144,30.3,108824922,105,0.23,18.2,11.3,0.529,1295,4968,34514,25645,535,"Tenterfield (A)",2692680,49994,20,525,17.8,null,5.3,1.95,19.3,31.5,8.33,3044,5.9,1299,0.04,0.8,59,1.8,4874,1170,0.9,33,13.0,116,40,438,45,30036,94212047,61.7,2228,57,23.2,16999,2016,1.8,9.6,2303,2350,40090
23.3,143,56070837,28.1,"22410",1500,35.3,48,1155,685,838,51,44390848,6,731,51827,355,27.1,545999598,345,0.36,13.0,17.7,0.459,1309,6014,41286,20308,1411,"Glenelg (S)",7006117,17376,59,1043,12.2,null,6.3,1.96,17.6,28.7,5.52,10535,5.8,2961,0.14,1.4,58,1.5,22701,2470,0.5,73,12.7,244,121,327,43,42409,461620681,73.0,7381,55,23.8,11957,2016,3.5,21.5,10409,9359,49324
26.6,96,31459073,25.4,"22490",3004,30.2,44,1168,823,535,46,49269793,null,662,52940,270,27.0,642956632,358,0.39,12.4,22.6,0.438,1316,6158,46592,25224,1573,"Golden Plains (S)",9030190,52752,136,648,8.6,null,8.2,1.8,17.6,28.3,4.62,12145,6.0,1908,0.16,1.6,58,1.4,14639,2149,0.6,25,34.9,175,67,170,42,45217,573748713,77.0,8001,50,24.7,15455,2016,3.5,20.9,6994,10815,53051
27.1,574,148171462,26.4,"22620",1935,32.2,44,7222,752,4163,47,326264870,24,3968,51879,1676,27.6,3081432157,2075,0.38,14.7,20.0,0.442,1323,7839,44554,22979,8903,"Greater Bendigo (C)",47682350,48664,1903,5412,6.6,null,6.4,1.76,18.5,29.2,4.68,59396,6.6,13953,0.15,1.4,59,1.8,18676,7934,0.4,442,193.1,1746,644,231,40,44261,2662858246,76.5,41622,49,27.1,16608,2016,3.0,18.8,8549,53366,49898
22.8,344,421365722,23.5,"22310",2586,23.2,42,3960,1091,1982,44,1087155245,12,8692,73518,633,22.0,6393229749,2265,0.37,19.6,24.7,0.504,1302,15478,52000,26659,4975,"Glen Eira (C)",60383327,60507,1579,2753,7.2,null,11.0,2.0,23.9,35.7,5.46,86962,9.7,12167,0.16,6.1,59,1.2,33626,12531,0.4,265,525.9,368,138,709,39,53099,5152559229,71.3,70240,46,19.9,18145,2016,7.4,31.8,13000,76627,67242
27.5,889,214757798,28.8,"22670",3408,33.5,38,11583,659,6982,39,140783279,6,2331,44286,2789,31.6,3333148348,1318,0.41,8.4,15.7,0.411,1330,3084,41022,19016,13795,"Greater Dandenong (C)",25062806,33761,2683,7018,10.5,null,13.5,1.67,16.2,26.7,4.11,75264,5.1,17441,0.19,0.6,58,0.9,17889,12005,0.9,190,78.7,1639,635,130,35,39845,3111054106,79.9,45654,38,25.8,10000,2016,1.5,12.1,14624,70093,44385
25.5,1315,361411369,26.0,"22750",2308,31.8,43,13135,786,8190,46,806634440,58,8562,55829,3008,26.7,7139301767,4509,0.38,15.3,20.8,0.459,1337,9051,45256,23688,16020,"Greater Geelong (C)",106807090,40445,3459,9318,6.6,null,7.5,1.84,20.2,31.1,4.87,127878,7.6,31162,0.16,2.0,58,1.7,22554,16024,0.4,695,346.3,2871,1129,252,40,45141,6128823757,75.9,89123,45,24.8,14772,2016,3.7,21.8,11038,114675,53445
24.4,92,10513906,32.9,"26430",2578,34.3,51,511,652,319,54,37196843,5,449,43854,141,28.8,247905211,212,0.31,19.0,16.5,0.501,1344,8983,40594,25061,666,"Strathbogie (S)",5312867,56163,35,462,13.1,null,5.8,1.81,19.4,31.1,5.82,5653,6.6,1922,0.1,1.3,59,1.9,6243,1684,0.8,50,25.2,106,24,456,45,37823,204478801,65.4,4141,57,26.9,18415,2016,2.1,14.0,3730,4465,45796
22.4,133,78266308,27.8,"26490",2691,26.0,46,1194,938,553,48,205967815,4,1731,59670,165,24.8,1093456139,666,0.35,21.6,24.3,0.501,1351,14698,44611,26018,1595,"Surf Coast (S)",17327811,50617,228,610,10.6,null,7.4,1.99,22.4,34.1,5.66,18325,8.6,2942,0.14,3.7,59,1.7,20494,3819,0.3,64,87.6,170,43,606,42,44866,828739722,65.5,14013,48,24.3,18348,2016,5.5,25.0,10916,14708,56346
26.2,90,65515912,29.5,"26610",1556,30.4,44,1359,697,768,48,71462249,4,821,47292,284,29.3,531935673,242,0.35,15.4,16.6,0.472,1358,9297,37734,21980,1725,"Swan Hill (RC)",5319139,31280,73,966,12.6,null,6.4,1.75,19.9,30.8,4.95,11248,6.9,2728,0.14,1.2,58,0.9,25092,2611,0.7,80,25.7,332,95,435,38,40592,414841124,70.8,7687,52,27.4,10000,2016,1.9,15.0,11371,10085,41134
24.5,79,28563999,29.7,"26670",2919,36.0,51,286,683,216,54,16449317,null,261,48237,66,28.7,168925829,125,0.34,14.5,18.4,0.47,1365,6300,39723,30444,394,"Towong (S)",3805442,20349,15,239,20.1,null,6.2,1.91,18.9,30.2,5.63,3502,6.5,983,0.12,1.3,58,1.8,22670,1260,0.7,22,5.3,55,20,463,45,39569,126224574,63.2,2611,57,25.1,18187,2016,2.4,17.2,13120,2732,46202
26.1,178,64951603,28.7,"26700",1837,32.8,47,1652,712,939,50,82063501,null,1200,48333,340,28.7,770285355,517,0.35,15.7,18.8,0.453,1372,7071,42614,18909,2177,"Wangaratta (RC)",9775975,24350,146,1232,10.2,null,5.4,1.77,18.6,29.3,5.09,15937,6.8,4429,0.12,1.3,59,1.4,18611,3490,0.5,104,29.2,367,123,356,43,41643,645641804,72.2,11605,53,28.0,11564,2016,2.4,16.5,6914,13753,46946
26.6,163,67591137,27.0,"26730",1922,32.0,43,1972,763,1212,47,127490979,6,1404,50920,331,28.5,1008117732,604,0.38,14.9,19.8,0.441,1379,9456,40715,17602,2569,"Warrnambool (C)",10631309,26432,369,1354,7.4,null,5.5,1.78,18.8,29.4,4.61,19798,6.6,4428,0.17,1.6,58,1.2,24148,2799,0.3,110,37.1,483,208,288,38,43111,833674372,76.2,13483,50,28.1,10000,2016,2.8,17.9,12725,18083,46103
23.0,285,62930063,28.9,"26810",2485,32.5,46,2413,715,1545,50,100736356,17,1613,53614,615,27.1,1215152786,784,0.35,14.1,17.8,0.5,1386,6380,43578,23682,2995,"Wellington (S)",18566720,31057,211,1927,10.9,null,7.1,1.97,20.9,33.1,5.63,22665,6.7,6000,0.13,2.3,59,1.8,12471,5046,0.6,116,50.1,546,232,269,41,41724,1076081766,72.7,15790,53,23.9,18078,2016,3.2,21.0,6661,19556,55026
22.1,null,16142119,34.4,"26890",686,34.6,50,179,673,103,52,12548199,null,237,39824,39,30.0,91355630,48,0.29,18.3,18.3,0.57,1393,6853,34645,12700,256,"West Wimmera (S)",609619,15214,8,175,23.5,null,5.9,1.87,19.9,32.3,6.55,2294,6.0,653,0.05,1.6,59,0.7,15157,1065,1.2,14,3.6,20,8,683,44,35140,64798865,57.1,1831,54,27.1,8854,2016,2.2,13.5,9506,1660,39035
22.2,623,284183970,28.5,"26980",2264,27.6,44,5341,915,2596,45,643627263,14,9515,60652,793,23.1,5615675254,2945,0.33,18.9,21.9,0.495,1400,8617,48132,25350,6807,"Whitehorse (C)",74655304,27651,2305,3555,6.5,null,13.1,2.03,21.4,33.3,6.16,92588,7.6,18017,0.13,3.7,61,1.6,24731,11491,0.5,352,263.1,491,217,547,39,45726,4908613841,72.3,74693,45,21.2,18558,2016,5.9,26.2,11252,81242,60420
29.8,383,245700433,23.5,"27070",2868,29.9,39,13726,807,6193,40,243393570,5,3175,51987,3290,28.0,5312046874,2000,0.42,8.5,21.9,0.397,1407,3622,47298,20591,16822,"Whittlesea (C)",41182232,29279,2842,6720,7.7,null,11.2,1.68,15.6,26.0,3.96,102180,4.7,18221,0.21,0.9,57,0.9,18711,13131,0.6,155,93.0,2202,673,117,37,46482,5011775071,82.6,67194,39,25.1,10894,2016,2.9,18.8,13104,96752,51800
30.8,332,56731148,23.0,"27170",1429,28.5,42,2770,801,1448,45,74854177,11,1207,52837,548,27.2,1137590704,1065,0.41,10.6,23.3,0.403,1414,5154,47413,26470,3400,"Wodonga (C)",28190366,20103,321,1562,6.2,null,6.4,1.65,16.3,26.5,3.99,21530,5.4,4241,0.19,1.1,58,2.7,21963,2583,0.4,104,24.3,714,249,143,39,47461,1015315999,80.3,14523,48,28.4,21530,2016,3.0,19.0,10309,19885,51059
29.3,400,278639713,22.7,"27260",3103,24.1,37,16966,891,6368,38,208208470,22,3625,55243,2211,26.1,6318077053,2477,0.41,7.4,24.4,0.406,1421,2884,50442,23020,20386,"Wyndham (C)",57020067,29333,2173,4463,7.9,null,12.7,1.7,16.1,26.6,4.12,114369,4.9,11496,0.2,1.6,57,1.0,18134,15366,0.7,157,106.3,2710,817,76,36,48741,6053736484,83.4,72187,37,24.3,15509,2016,4.3,21.8,11304,108270,55913
25.0,171,329736268,19.8,"27350",2682,19.7,35,2293,1371,2646,36,481929605,null,4566,78435,559,20.4,4421696235,1118,0.39,11.3,29.9,0.482,1428,11112,57107,29728,2557,"Yarra (C)",33235646,110894,1687,2773,7.2,null,5.3,1.85,23.4,34.6,4.78,56374,9.4,5188,0.2,7.1,59,0.9,35939,9175,0.4,40,506.3,562,190,329,33,59284,3932835227,80.1,43372,39,17.9,19351,2016,9.1,34.8,9719,55698,70610
27.3,592,292601206,24.4,"27450",2712,28.4,44,8229,878,3622,46,482395716,9,5049,55154,1077,27.0,4842982459,2474,0.4,12.9,23.6,0.437,1435,7735,46816,23087,10424,"Yarra Ranges (S)",57116985,37887,1177,4701,8.9,null,8.1,1.77,18.4,29.2,4.4,87808,6.6,16198,0.18,1.8,58,1.3,21180,13815,0.5,257,191.3,1354,384,205,41,46383,4259547928,76.2,62367,47,25.8,13474,2016,4.1,21.4,13384,79538,53554
23.2,53,12316730,36.3,"27630",1670,38.4,51,350,592,242,54,18901602,null,330,38391,152,28.6,132562662,119,0.23,22.5,15.3,0.551,1442,6949,35547,17903,446,"Yarriambiack (S)",2130448,26182,25,498,15.4,null,5.6,1.98,18.8,30.8,8.62,3453,5.9,1212,0.05,0.8,58,1.4,10738,1147,1.2,34,8.6,70,38,770,45,33658,103485148,60.4,2720,55,25.3,9855,2016,1.7,12.0,5593,2617,39543
14.5,null,777972,54.3,"29399",null,19.3,33,11,791,null,41,1265459,null,null,32564,null,22.6,10973970,null,0.41,12.5,17.4,0.533,1449,6523,13841,null,13,"Unincorporated Vic",null,null,null,9,7.7,null,3.2,2.59,21.6,35.1,6.24,337,null,23,0.11,2.4,null,null,10805,72,0.5,null,null,null,null,250,28,20329,9509532,77.2,194,53,25.1,null,2016,3.6,8.6,5815,427,22271
12.0,null,null,41.0,"30250",null,69.3,41,173,358,201,42,-26394,null,null,39741,21,29.0,8027665,null,0.38,null,7.1,0.468,1456,-433,22485,null,181,"Aurukun (S)",null,null,null,59,null,null,7.2,2.69,15.7,28.2,7.1,202,null,48,0.18,0.3,null,null,null,null,null,null,null,38,17,16,38,27998,8050790,96.0,61,null,9.2,null,2016,0.9,18.0,null,233,34553
26.1,13,29465414,27.5,"30300",4625,27.0,43,319,782,173,45,13884154,null,156,54963,43,27.2,139002458,43,0.38,11.4,22.5,0.544,1463,7970,37973,32092,411,"Balonne (S)",1379969,53603,10,140,17.4,null,6.7,1.82,25.6,36.6,4.8,2529,9.8,408,0.14,2.0,56,0.6,35373,833,0.8,7,8.4,97,29,290,39,43037,99381913,70.3,1742,50,26.8,20305,2016,2.4,19.3,13248,2255,44072
21.7,43,77166440,25.2,"30370",1901,25.2,43,606,944,413,45,22470720,null,648,63532,91,23.5,535000092,142,0.36,9.8,21.2,0.496,1470,3755,49535,25394,758,"Banana (S)",3605879,27793,14,317,17.9,null,7.4,2.15,18.4,30.6,6.06,8421,6.0,1120,0.12,3.4,56,0.7,25999,2968,1.0,17,18.0,126,60,178,38,48993,458730513,71.2,5984,51,22.6,10000,2016,7.8,29.5,11287,7199,63721
26.4,12,15411972,26.7,"30410",2324,28.2,46,159,762,53,47,5579097,null,103,53962,16,26.6,79162464,25,0.4,11.1,22.0,0.483,1477,5283,44454,27695,213,"Barcaldine (R)",692377,26453,null,61,17.6,null,5.4,1.82,20.9,31.9,4.55,1467,7.6,330,0.18,2.5,57,0.7,31325,492,1.1,5,2.7,35,7,216,40,44922,60751747,70.4,1056,50,27.3,9549,2016,3.6,20.3,13764,1258,48292
28.1,null,1169454,28.1,"30450",null,21.6,46,12,918,5,49,161147,null,null,49636,null,24.6,8388501,null,null,7.8,28.9,0.551,1484,1343,45572,null,14,"Barcoo (S)",null,null,null,null,17.4,null,3.4,null,20.7,32.7,null,169,null,25,null,1.7,null,null,16949,69,null,null,null,null,null,131,42,45006,7673227,74.3,120,50,29.3,null,2016,1.3,19.2,6163,151,50816
25.8,12,9324946,28.4,"30760",2648,35.8,47,100,634,45,50,4529569,null,57,47871,30,29.5,46722552,21,0.37,10.2,18.7,0.556,1491,6691,40652,21422,133,"Blackall-Tambo (R)",449868,96069,null,86,22.7,null,4.8,1.72,23.3,35.1,4.61,976,9.0,288,0.15,1.1,null,null,21787,428,1.7,5,5.5,18,5,402,42,41704,34691682,66.0,677,52,26.1,null,2016,1.9,16.2,11450,787,44081
41.1,null,697487,15.9,"31750",null,16.3,40,15,924,null,43,382212,null,null,57083,null,21.9,8619461,null,null,3.3,27.0,0.371,1498,3747,62862,null,22,"Bulloo (S)",null,null,null,null,17.2,null,4.5,null,11.6,22.0,null,151,null,20,null,1.4,null,null,14840,47,1.7,null,null,null,null,89,37,61568,7690468,78.1,102,53,27.7,null,2016,6.9,21.2,3457,132,58261
25.7,118,67307997,26.0,"31900",1904,30.7,45,898,761,698,49,52676287,null,914,52833,204,27.7,526060734,208,0.39,12.2,20.9,0.444,1512,7247,39090,17427,1099,"Burdekin (S)",3624751,17095,38,611,13.4,null,6.1,1.82,17.9,28.8,4.7,9957,5.9,2336,0.17,1.5,57,0.9,27631,2436,0.4,49,15.6,259,112,349,39,44127,423695625,73.2,7269,53,27.2,9967,2016,2.6,20.6,17434,9306,45529
21.6,null,285652,28.0,"31950",null,17.9,43,23,784,31,46,475557,null,null,46479,null,35.2,5949288,null,null,7.2,17.9,0.472,1519,6794,32912,null,25,"Burke (S)",null,null,null,10,7.2,null,6.9,null,19.8,31.5,null,128,null,11,null,1.1,null,null,11426,25,null,null,null,6,null,60,36,39551,5535553,84.0,70,46,29.2,null,2016,2.2,15.2,1213,135,41004
26.7,775,278764597,23.6,"32080",2324,25.6,42,11487,845,7648,45,346214827,11,4779,55843,1490,28.2,5028863508,2595,0.42,9.4,22.7,0.435,1526,6126,45000,26880,13702,"Cairns (R)",69752863,23491,867,5339,7.4,null,7.3,1.79,18.8,29.6,4.26,90054,6.6,13159,0.2,1.9,57,1.4,22028,12655,0.5,273,112.3,3242,1192,137,39,46190,4567456806,81.1,56520,48,26.6,18043,2016,3.8,21.5,11140,86788,52628
20.4,37,66544066,22.1,"32270",2062,20.3,39,1248,1094,787,41,45532758,null,884,72718,153,21.9,1078259057,248,0.37,8.1,23.4,0.483,1561,4310,53227,25823,1462,"Central Highlands (R) (Qld)",6404006,29791,46,482,8.8,null,7.9,2.17,18.6,30.3,5.93,14828,6.4,1178,0.16,5.0,56,0.7,23580,2822,0.7,22,26.3,343,104,67,36,55371,1049682007,82.1,10564,47,18.7,13831,2016,8.6,35.6,6976,15017,69900
23.2,1102,129915844,31.5,"31820",1989,39.1,45,6406,620,5342,50,168042487,43,2609,48083,2173,28.3,2151617363,1670,0.32,13.8,15.6,0.483,1505,5765,38546,23918,7664,"Bundaberg (R)",39943034,21570,500,5166,8.0,null,6.5,1.9,20.4,31.7,5.91,44748,7.4,16213,0.11,1.2,58,2.2,18213,7133,0.5,377,56.3,1709,996,188,39,38891,1909367091,75.3,29150,52,25.0,16697,2016,2.2,17.0,7116,41361,46163
25.6,8,4326344,26.2,"32250",null,28.4,42,168,828,191,45,1022665,null,null,52552,25,25.9,50922696,21,0.4,4.1,22.7,0.443,1547,1883,39397,20665,195,"Carpentaria (S)",433973,null,null,82,9.3,null,4.3,1.84,16.4,27.5,4.58,969,4.6,193,0.22,2.1,50,1.3,27382,158,0.6,null,null,57,27,55,39,44801,48629704,85.2,543,52,23.4,10152,2016,3.9,22.2,17955,1037,46895
31.2,null,718901,23.4,"30900",null,18.2,41,29,810,29,45,230242,null,null,52719,null,25.5,7275247,null,null,6.4,18.8,0.416,1533,2914,47844,null,34,"Boulia (S)",null,null,null,8,8.5,null,2.0,null,14.5,26.1,null,138,null,18,null,2.3,null,null,31257,23,null,null,null,11,null,124,40,47844,6575248,83.7,79,48,33.6,null,2016,3.7,19.9,19129,130,50579
23.8,168,58794053,30.4,"32260",1826,33.0,45,1936,695,1498,50,60920412,null,952,45307,405,31.4,720691338,415,0.37,12.2,16.5,0.46,1554,6037,35548,25112,2391,"Cassowary Coast (R)",10421277,17028,52,1272,12.0,null,6.1,1.83,18.6,29.8,4.96,15907,6.3,3746,0.16,1.1,57,1.5,15839,3712,0.7,54,16.2,524,184,270,38,38181,626640201,73.8,10092,52,28.2,15073,2016,2.3,14.4,8819,14969,41863
24.7,5052,2738255056,23.5,"31000",2795,23.8,39,43538,1065,26689,42,4828603946,152,58486,68622,5842,22.9,47630344320,19057,0.37,13.2,25.5,0.49,1540,9589,51846,28027,52999,"Brisbane (C)",534106127,39659,16744,26495,6.1,null,9.4,1.89,23.7,34.8,5.05,694102,10.0,84801,0.17,4.5,59,1.4,32249,84909,0.5,2770,2319.5,7417,3777,234,36,51708,41959502763,78.8,503538,43,21.8,20256,2016,6.6,29.0,10718,648653,64687
23.1,77,12578716,27.5,"32310",3211,32.7,44,733,675,571,46,13709462,null,291,52304,176,26.9,279511876,171,0.35,11.2,17.3,0.494,1568,3788,44511,22349,867,"Charters Towers (R)",3821702,38068,18,494,10.2,null,8.5,1.97,18.1,30.0,5.6,5344,5.5,1505,0.12,1.5,56,1.6,9975,1261,1.0,null,11.1,211,104,119,41,43194,266412941,76.8,3619,50,22.1,10000,2016,3.8,22.6,4237,4925,54094
22.7,26,9465760,31.5,"32500",8170,30.3,44,326,686,343,49,4418526,null,75,46796,49,28.8,94340805,63,0.35,8.4,17.6,0.476,1589,3942,31452,31580,391,"Cook (S)",1989520,45618,10,227,11.3,null,5.1,1.97,18.7,30.4,5.61,2016,6.3,473,0.12,0.8,57,1.8,21319,444,0.8,null,3.4,107,30,106,38,37862,87440909,77.7,1121,52,23.1,18900,2016,2.6,17.0,10488,2142,40822
